mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret,source_file,placement
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,4,2329.0,51.0,2326.0,50.0,2322.0,4.0,21.0,0.0,0.0,1.0,8.0,75.0,2111.0,33.0,2228.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,5,2295.0,52.0,2291.0,50.0,2285.0,6.0,21.0,0.0,0.0,1.0,8.0,75.0,2113.0,33.0,2230.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,6,2327.0,85.0,2324.0,83.0,2319.0,5.0,21.0,0.0,0.0,1.0,8.0,75.0,2112.0,33.0,2229.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,7,2295.0,52.0,2292.0,50.0,2288.0,4.0,21.0,0.0,0.0,1.0,9.0,75.0,2119.0,34.0,2237.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,8,2293.0,54.0,2290.0,52.0,2287.0,3.0,21.0,0.0,0.0,1.0,8.0,75.0,2091.0,34.0,2209.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,9,2320.0,51.0,2317.0,49.0,2314.0,3.0,21.0,0.0,0.0,1.0,9.0,75.0,2122.0,33.0,2240.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,10,2295.0,55.0,2291.0,54.0,2285.0,6.0,21.0,0.0,0.0,1.0,9.0,76.0,2114.0,34.0,2233.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,11,2320.0,55.0,2317.0,53.0,2316.0,1.0,21.0,0.0,0.0,1.0,9.0,75.0,2116.0,34.0,2234.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,12,2297.0,51.0,2294.0,50.0,2292.0,2.0,21.0,0.0,0.0,1.0,9.0,75.0,2103.0,34.0,2222.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,13,2295.0,77.0,2292.0,75.0,2288.0,4.0,21.0,0.0,0.0,1.0,8.0,75.0,2120.0,33.0,2237.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,14,2332.0,53.0,2329.0,51.0,2326.0,3.0,21.0,0.0,0.0,1.0,9.0,76.0,2116.0,33.0,2234.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,15,2341.0,50.0,2338.0,48.0,2330.0,8.0,21.0,0.0,0.0,1.0,9.0,75.0,2117.0,34.0,2235.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,16,2335.0,61.0,2332.0,59.0,2328.0,4.0,21.0,0.0,0.0,1.0,9.0,75.0,2118.0,33.0,2236.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,17,2283.0,58.0,2280.0,56.0,2273.0,7.0,21.0,0.0,0.0,1.0,9.0,75.0,2119.0,33.0,2237.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,18,2285.0,58.0,2282.0,56.0,2279.0,3.0,21.0,0.0,0.0,1.0,8.0,75.0,2129.0,33.0,2246.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,32,4096,12,2,128,measure,19,2312.0,72.0,2309.0,70.0,2305.0,4.0,21.0,0.0,0.0,1.0,9.0,75.0,2129.0,33.0,2247.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-legacy-q32.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,0,1143.0,33.0,1141.0,31.0,1138.0,3.0,11.0,0.0,0.0,1.0,6.0,69.0,1023.0,5.0,1103.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,1,1181.0,54.0,1179.0,52.0,1175.0,4.0,11.0,0.0,0.0,1.0,7.0,69.0,1024.0,5.0,1105.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,2,1146.0,35.0,1143.0,33.0,1141.0,2.0,11.0,0.0,0.0,1.0,7.0,69.0,1025.0,5.0,1106.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,3,1148.0,34.0,1145.0,32.0,1144.0,1.0,11.0,0.0,0.0,1.0,6.0,69.0,1022.0,5.0,1102.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,4,1148.0,34.0,1144.0,32.0,1141.0,3.0,11.0,0.0,0.0,1.0,6.0,68.0,1024.0,5.0,1104.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,5,1169.0,72.0,1167.0,70.0,1164.0,3.0,11.0,0.0,0.0,1.0,7.0,69.0,1020.0,5.0,1101.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,6,1153.0,36.0,1151.0,34.0,1149.0,2.0,11.0,0.0,0.0,1.0,7.0,69.0,1022.0,5.0,1103.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,7,1175.0,34.0,1173.0,32.0,1169.0,4.0,11.0,0.0,0.0,1.0,7.0,69.0,1022.0,5.0,1103.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,8,1146.0,36.0,1143.0,34.0,1138.0,5.0,11.0,0.0,0.0,1.0,7.0,69.0,1024.0,5.0,1105.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,9,1142.0,34.0,1139.0,32.0,1135.0,4.0,11.0,0.0,0.0,1.0,7.0,69.0,1022.0,5.0,1103.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,10,1146.0,33.0,1143.0,31.0,1141.0,2.0,11.0,0.0,0.0,1.0,7.0,69.0,1025.0,5.0,1106.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,11,1146.0,34.0,1142.0,32.0,1139.0,3.0,11.0,0.0,0.0,1.0,7.0,69.0,1020.0,5.0,1101.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,12,1145.0,36.0,1142.0,34.0,1140.0,2.0,11.0,0.0,0.0,1.0,7.0,69.0,1025.0,6.0,1107.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,13,1145.0,35.0,1142.0,33.0,1140.0,2.0,11.0,0.0,0.0,1.0,6.0,69.0,1025.0,6.0,1106.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,14,1142.0,33.0,1140.0,31.0,1134.0,6.0,11.0,0.0,0.0,1.0,6.0,68.0,1027.0,5.0,1107.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,15,1149.0,39.0,1146.0,37.0,1142.0,4.0,11.0,0.0,0.0,1.0,7.0,69.0,1022.0,5.0,1103.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,16,1145.0,38.0,1142.0,36.0,1141.0,1.0,11.0,0.0,0.0,1.0,7.0,69.0,1023.0,6.0,1105.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,17,1142.0,33.0,1139.0,32.0,1137.0,2.0,11.0,0.0,0.0,1.0,7.0,69.0,1024.0,5.0,1105.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,18,1155.0,57.0,1152.0,55.0,1149.0,3.0,11.0,0.0,0.0,1.0,7.0,69.0,1015.0,5.0,1096.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,4,4096,12,2,128,measure,19,1145.0,37.0,1142.0,35.0,1136.0,6.0,11.0,0.0,0.0,1.0,8.0,69.0,1022.0,5.0,1104.0,c50c94b789741948,0,baseline-high-capacity-cpu6-legacy-q4.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,0,1381.0,42.0,1378.0,40.0,1375.0,3.0,13.0,0.0,0.0,0.0,7.0,70.0,1176.0,10.0,1263.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,1,1378.0,43.0,1375.0,41.0,1373.0,2.0,13.0,0.0,0.0,0.0,7.0,70.0,1176.0,9.0,1262.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,2,1298.0,41.0,1295.0,38.0,1289.0,6.0,12.0,0.0,0.0,0.0,8.0,69.0,1176.0,9.0,1262.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,3,1378.0,39.0,1375.0,37.0,1374.0,1.0,13.0,0.0,0.0,0.0,7.0,70.0,1173.0,10.0,1260.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,4,1369.0,41.0,1366.0,39.0,1364.0,2.0,13.0,0.0,0.0,0.0,7.0,70.0,1175.0,10.0,1262.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,5,1375.0,44.0,1372.0,42.0,1369.0,3.0,13.0,0.0,0.0,0.0,7.0,70.0,1173.0,10.0,1260.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,6,1375.0,41.0,1372.0,39.0,1366.0,6.0,13.0,0.0,0.0,0.0,7.0,70.0,1180.0,10.0,1267.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,7,1378.0,41.0,1375.0,39.0,1372.0,3.0,13.0,0.0,0.0,0.0,7.0,70.0,1175.0,9.0,1261.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,8,1305.0,54.0,1302.0,52.0,1298.0,4.0,12.0,0.0,0.0,0.0,7.0,69.0,1170.0,9.0,1256.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,9,1376.0,39.0,1373.0,37.0,1370.0,3.0,13.0,0.0,0.0,0.0,8.0,70.0,1176.0,10.0,1264.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,10,1376.0,40.0,1373.0,39.0,1371.0,2.0,13.0,0.0,0.0,0.0,7.0,70.0,1178.0,9.0,1264.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,11,1375.0,40.0,1372.0,39.0,1370.0,2.0,13.0,0.0,0.0,0.0,7.0,69.0,1180.0,9.0,1266.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,12,1267.0,35.0,1264.0,33.0,1263.0,1.0,12.0,0.0,0.0,0.0,7.0,69.0,1168.0,9.0,1254.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,13,1281.0,75.0,1278.0,73.0,1275.0,3.0,12.0,0.0,0.0,0.0,7.0,69.0,1176.0,9.0,1262.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,14,1370.0,40.0,1367.0,38.0,1365.0,2.0,13.0,0.0,0.0,0.0,7.0,70.0,1180.0,9.0,1266.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,15,1373.0,40.0,1370.0,38.0,1366.0,4.0,13.0,0.0,0.0,0.0,8.0,69.0,1182.0,9.0,1268.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,16,1369.0,39.0,1367.0,37.0,1364.0,3.0,13.0,0.0,0.0,0.0,7.0,70.0,1180.0,9.0,1266.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,17,1367.0,35.0,1364.0,33.0,1363.0,1.0,13.0,0.0,0.0,0.0,7.0,70.0,1178.0,10.0,1265.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,18,1371.0,32.0,1368.0,30.0,1366.0,2.0,13.0,0.0,0.0,0.0,7.0,69.0,1184.0,9.0,1270.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,legacy,legacy-usleep50,6,6,high-capacity,8,4096,12,2,128,measure,19,1366.0,34.0,1364.0,32.0,1362.0,2.0,13.0,0.0,0.0,0.0,7.0,69.0,1180.0,10.0,1267.0,541717b1f7dc7b1c,0,baseline-high-capacity-cpu6-legacy-q8.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,0,1681.0,111.0,1678.0,109.0,1574.0,104.0,14861.0,1604.0,74.0,1.0,8.0,71.0,1573.0,17.0,1670.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,1,1682.0,110.0,1679.0,108.0,1573.0,106.0,15074.0,1604.0,75.0,1.0,8.0,72.0,1572.0,18.0,1670.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,2,1677.0,104.0,1673.0,102.0,1575.0,98.0,14097.0,1604.0,69.0,1.0,8.0,72.0,1567.0,17.0,1664.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,3,1674.0,101.0,1671.0,99.0,1575.0,96.0,13680.0,1604.0,67.0,1.0,7.0,71.0,1566.0,17.0,1662.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,4,1675.0,103.0,1672.0,102.0,1575.0,97.0,13871.0,1604.0,68.0,1.0,7.0,71.0,1567.0,17.0,1663.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,5,1674.0,80.0,1671.0,78.0,1575.0,96.0,10235.0,1604.0,67.0,1.0,8.0,71.0,1565.0,17.0,1662.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,6,1680.0,109.0,1677.0,107.0,1574.0,103.0,14674.0,1604.0,73.0,1.0,7.0,72.0,1571.0,17.0,1668.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,7,1676.0,103.0,1673.0,101.0,1576.0,97.0,13792.0,1604.0,69.0,1.0,8.0,72.0,1569.0,17.0,1666.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,8,1682.0,111.0,1679.0,109.0,1574.0,105.0,14996.0,1604.0,75.0,1.0,8.0,71.0,1572.0,18.0,1670.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,9,1678.0,106.0,1675.0,104.0,1576.0,99.0,14258.0,1604.0,71.0,1.0,8.0,71.0,1570.0,17.0,1667.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,10,1679.0,107.0,1676.0,105.0,1575.0,101.0,14419.0,1604.0,72.0,1.0,7.0,71.0,1570.0,18.0,1667.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,11,1676.0,103.0,1673.0,101.0,1576.0,97.0,13863.0,1604.0,69.0,1.0,7.0,71.0,1568.0,17.0,1664.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,12,1677.0,72.0,1674.0,70.0,1608.0,66.0,9323.0,1604.0,70.0,1.0,8.0,72.0,1568.0,17.0,1665.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,13,1671.0,99.0,1668.0,97.0,1575.0,93.0,13313.0,1604.0,64.0,1.0,8.0,72.0,1562.0,17.0,1659.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,14,1674.0,103.0,1670.0,101.0,1574.0,96.0,13801.0,1604.0,66.0,1.0,7.0,71.0,1565.0,18.0,1662.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,15,1677.0,105.0,1674.0,103.0,1575.0,99.0,14134.0,1604.0,70.0,1.0,7.0,72.0,1568.0,17.0,1665.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,16,1681.0,109.0,1677.0,107.0,1575.0,102.0,14724.0,1604.0,73.0,1.0,8.0,72.0,1572.0,17.0,1669.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,17,1681.0,109.0,1678.0,107.0,1576.0,102.0,14662.0,1604.0,74.0,1.0,8.0,71.0,1572.0,17.0,1669.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,18,1678.0,108.0,1675.0,107.0,1573.0,102.0,14626.0,1604.0,71.0,1.0,8.0,72.0,1569.0,17.0,1666.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,16,4096,12,2,128,measure,19,1671.0,101.0,1668.0,99.0,1573.0,95.0,13559.0,1604.0,64.0,1.0,8.0,71.0,1562.0,17.0,1659.0,f9e012e63c1c7864,0,baseline-high-capacity-cpu6-predictive-q16.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,0,2324.0,84.0,2317.0,80.0,2316.0,1.0,1.0,2277.0,40.0,0.0,8.0,75.0,2172.0,33.0,2289.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,1,2339.0,96.0,2334.0,92.0,2332.0,2.0,1.0,2277.0,57.0,0.0,8.0,75.0,2181.0,33.0,2298.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,2,2325.0,60.0,2322.0,58.0,2246.0,76.0,6817.0,2277.0,45.0,0.0,8.0,76.0,2196.0,33.0,2313.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,3,2337.0,97.0,2334.0,95.0,2243.0,91.0,12982.0,2277.0,57.0,0.0,8.0,76.0,2208.0,33.0,2325.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,4,2324.0,84.0,2322.0,82.0,2243.0,79.0,10996.0,2277.0,45.0,0.0,8.0,75.0,2194.0,34.0,2312.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,5,2336.0,93.0,2330.0,90.0,2329.0,1.0,1.0,2277.0,53.0,0.0,8.0,75.0,2186.0,33.0,2302.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,6,2319.0,75.0,2316.0,73.0,2248.0,68.0,9469.0,2277.0,39.0,0.0,7.0,75.0,2189.0,34.0,2306.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,7,2354.0,98.0,2352.0,97.0,2242.0,110.0,12289.0,2277.0,75.0,0.0,8.0,76.0,2211.0,33.0,2328.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,8,2325.0,85.0,2321.0,83.0,2241.0,80.0,11265.0,2277.0,44.0,0.0,8.0,75.0,2195.0,33.0,2312.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,9,2332.0,93.0,2329.0,91.0,2242.0,87.0,12289.0,2277.0,52.0,0.0,8.0,76.0,2204.0,33.0,2321.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
