session,evaluator,qo_len,host_elapsed_us,source
3,SCNA lane8 d8,16,1601,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1600,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1617,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1609,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1606,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1589,scna_lane8_q16_1.log
3,LUT-EXP,32,998,lut_exp_q32.log
3,LUT-EXP,32,1121,lut_exp_q32.log
3,LUT-EXP,32,1030,lut_exp_q32.log
3,LUT-EXP,32,1128,lut_exp_q32.log
3,LUT-EXP,32,1024,lut_exp_q32.log
3,LUT-EXP,32,1125,lut_exp_q32.log
3,LUT-EXP,32,1018,lut_exp_q32.log
3,LUT-EXP,32,1048,lut_exp_q32.log
3,LUT-EXP,32,1082,lut_exp_q32.log
3,LUT-EXP,32,1088,lut_exp_q32.log
3,LUT-EXP,32,1103,lut_exp_q32.log
3,LUT-EXP,32,1084,lut_exp_q32.log
3,LUT-EXP,32,1012,lut_exp_q32.log
3,LUT-EXP,32,1107,lut_exp_q32.log
3,LUT-EXP,32,1059,lut_exp_q32.log
3,LUT-EXP,32,1058,lut_exp_q32.log
3,LUT-EXP,32,1050,lut_exp_q32.log
3,LUT-EXP,32,1046,lut_exp_q32.log
3,LUT-EXP,32,1022,lut_exp_q32.log
3,LUT-EXP,32,1124,lut_exp_q32.log
3,LUT-EXP,32,1034,lut_exp_q32.log
3,LUT-EXP,32,1146,lut_exp_q32.log
3,LUT-EXP,32,1134,lut_exp_q32.log
3,LUT-EXP,32,1115,lut_exp_q32.log
3,LUT-EXP,32,1033,lut_exp_q32.log
3,LUT-EXP,32,1128,lut_exp_q32.log
3,LUT-EXP,32,1106,lut_exp_q32.log
3,LUT-EXP,32,1032,lut_exp_q32.log
3,LUT-EXP,32,1089,lut_exp_q32.log
3,LUT-EXP,32,1096,lut_exp_q32.log
3,SCNA lane8 d8,4,771,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,769,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,773,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,769,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,777,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,769,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,770,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,770,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,769,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,771,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,769,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,770,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,705,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,770,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,708,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,749,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,748,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,748,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,746,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,750,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,746,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,747,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,749,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,749,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,781,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,746,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,748,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,747,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,773,scna_lane8_q4_0.log
3,SCNA lane8 d8,4,747,scna_lane8_q4_0.log
3,Origin-HVX,16,871,baseline_q16.log
3,Origin-HVX,16,895,baseline_q16.log
3,Origin-HVX,16,793,baseline_q16.log
3,Origin-HVX,16,887,baseline_q16.log
3,Origin-HVX,16,876,baseline_q16.log
3,Origin-HVX,16,875,baseline_q16.log
3,Origin-HVX,16,768,baseline_q16.log
3,Origin-HVX,16,869,baseline_q16.log
3,Origin-HVX,16,877,baseline_q16.log
3,Origin-HVX,16,862,baseline_q16.log
3,Origin-HVX,16,867,baseline_q16.log
3,Origin-HVX,16,852,baseline_q16.log
3,Origin-HVX,16,771,baseline_q16.log
3,Origin-HVX,16,845,baseline_q16.log
3,Origin-HVX,16,806,baseline_q16.log
3,Origin-HVX,16,769,baseline_q16.log
3,Origin-HVX,16,868,baseline_q16.log
3,Origin-HVX,16,828,baseline_q16.log
3,Origin-HVX,16,784,baseline_q16.log
3,Origin-HVX,16,782,baseline_q16.log
3,Origin-HVX,16,792,baseline_q16.log
3,Origin-HVX,16,785,baseline_q16.log
3,Origin-HVX,16,853,baseline_q16.log
3,Origin-HVX,16,789,baseline_q16.log
3,Origin-HVX,16,789,baseline_q16.log
3,Origin-HVX,16,798,baseline_q16.log
3,Origin-HVX,16,796,baseline_q16.log
3,Origin-HVX,16,793,baseline_q16.log
3,Origin-HVX,16,852,baseline_q16.log
3,Origin-HVX,16,915,baseline_q16.log
3,SCNA serial d8,8,742,scna_serial_q8_1.log
3,SCNA serial d8,8,749,scna_serial_q8_1.log
3,SCNA serial d8,8,811,scna_serial_q8_1.log
3,SCNA serial d8,8,760,scna_serial_q8_1.log
3,SCNA serial d8,8,793,scna_serial_q8_1.log
3,SCNA serial d8,8,761,scna_serial_q8_1.log
3,SCNA serial d8,8,767,scna_serial_q8_1.log
3,SCNA serial d8,8,753,scna_serial_q8_1.log
3,SCNA serial d8,8,756,scna_serial_q8_1.log
3,SCNA serial d8,8,749,scna_serial_q8_1.log
3,SCNA serial d8,8,744,scna_serial_q8_1.log
3,SCNA serial d8,8,747,scna_serial_q8_1.log
3,SCNA serial d8,8,745,scna_serial_q8_1.log
3,SCNA serial d8,8,746,scna_serial_q8_1.log
3,SCNA serial d8,8,744,scna_serial_q8_1.log
3,SCNA serial d8,8,784,scna_serial_q8_1.log
3,SCNA serial d8,8,749,scna_serial_q8_1.log
3,SCNA serial d8,8,745,scna_serial_q8_1.log
3,SCNA serial d8,8,740,scna_serial_q8_1.log
3,SCNA serial d8,8,753,scna_serial_q8_1.log
3,SCNA serial d8,8,762,scna_serial_q8_1.log
3,SCNA serial d8,8,748,scna_serial_q8_1.log
3,SCNA serial d8,8,746,scna_serial_q8_1.log
3,SCNA serial d8,8,758,scna_serial_q8_1.log
3,SCNA serial d8,8,751,scna_serial_q8_1.log
3,SCNA serial d8,8,771,scna_serial_q8_1.log
3,SCNA serial d8,8,754,scna_serial_q8_1.log
3,SCNA serial d8,8,753,scna_serial_q8_1.log
3,SCNA serial d8,8,747,scna_serial_q8_1.log
3,SCNA serial d8,8,749,scna_serial_q8_1.log
3,SCNA serial d8,32,1744,scna_serial_q32_0.log
3,SCNA serial d8,32,1692,scna_serial_q32_0.log
3,SCNA serial d8,32,1732,scna_serial_q32_0.log
3,SCNA serial d8,32,1683,scna_serial_q32_0.log
3,SCNA serial d8,32,1746,scna_serial_q32_0.log
3,SCNA serial d8,32,1774,scna_serial_q32_0.log
3,SCNA serial d8,32,1684,scna_serial_q32_0.log
3,SCNA serial d8,32,1735,scna_serial_q32_0.log
3,SCNA serial d8,32,1781,scna_serial_q32_0.log
3,SCNA serial d8,32,1767,scna_serial_q32_0.log
3,SCNA serial d8,32,1729,scna_serial_q32_0.log
3,SCNA serial d8,32,1745,scna_serial_q32_0.log
3,SCNA serial d8,32,1768,scna_serial_q32_0.log
3,SCNA serial d8,32,1742,scna_serial_q32_0.log
3,SCNA serial d8,32,1728,scna_serial_q32_0.log
3,SCNA serial d8,32,1741,scna_serial_q32_0.log
3,SCNA serial d8,32,1733,scna_serial_q32_0.log
3,SCNA serial d8,32,1777,scna_serial_q32_0.log
3,SCNA serial d8,32,1731,scna_serial_q32_0.log
3,SCNA serial d8,32,1738,scna_serial_q32_0.log
3,SCNA serial d8,32,1704,scna_serial_q32_0.log
3,SCNA serial d8,32,1731,scna_serial_q32_0.log
3,SCNA serial d8,32,1697,scna_serial_q32_0.log
3,SCNA serial d8,32,1762,scna_serial_q32_0.log
3,SCNA serial d8,32,1749,scna_serial_q32_0.log
3,SCNA serial d8,32,1761,scna_serial_q32_0.log
3,SCNA serial d8,32,1721,scna_serial_q32_0.log
3,SCNA serial d8,32,1764,scna_serial_q32_0.log
3,SCNA serial d8,32,1730,scna_serial_q32_0.log
3,SCNA serial d8,32,1799,scna_serial_q32_0.log
3,SCNA lane8 d8,4,767,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,780,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,775,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,764,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,778,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,771,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,699,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,770,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,775,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,773,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,766,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,770,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,768,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,766,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,783,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,853,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,802,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,824,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,732,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,736,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,780,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,804,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,791,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,786,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,790,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,788,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,787,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,788,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,787,scna_lane8_q4_1.log
3,SCNA lane8 d8,4,813,scna_lane8_q4_1.log
3,SCNA lane8 d8,16,1662,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1645,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1651,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1649,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1642,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1667,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1635,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1598,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1684,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1583,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1671,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1672,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1587,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1631,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1611,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1619,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1601,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1643,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1593,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1651,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1719,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1671,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1637,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1635,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1618,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1656,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1616,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1618,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1645,scna_lane8_q16_0.log
3,SCNA lane8 d8,16,1612,scna_lane8_q16_0.log
3,SCNA lane8 d8,8,1074,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1086,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1078,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1094,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1081,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1076,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1049,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1050,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1049,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1052,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1047,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1050,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1054,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1061,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1083,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1113,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1063,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1101,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1102,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1060,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1076,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1081,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1098,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1070,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1107,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1073,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1031,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1109,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1071,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1124,scna_lane8_q8_0.log
3,SCNA lane8 d8,8,1076,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1082,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1089,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1087,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1073,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1086,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1107,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1085,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1107,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1082,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1146,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1119,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1068,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1079,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1096,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1106,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1087,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1140,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1054,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1054,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1055,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1052,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1053,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1052,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1046,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1055,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1054,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1053,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1056,scna_lane8_q8_1.log
3,SCNA lane8 d8,8,1055,scna_lane8_q8_1.log
3,Origin-HVX,32,1204,baseline_q32.log
3,Origin-HVX,32,1202,baseline_q32.log
3,Origin-HVX,32,1214,baseline_q32.log
3,Origin-HVX,32,1218,baseline_q32.log
3,Origin-HVX,32,1284,baseline_q32.log
3,Origin-HVX,32,1302,baseline_q32.log
3,Origin-HVX,32,1309,baseline_q32.log
3,Origin-HVX,32,1305,baseline_q32.log
3,Origin-HVX,32,1330,baseline_q32.log
3,Origin-HVX,32,1351,baseline_q32.log
3,Origin-HVX,32,1329,baseline_q32.log
3,Origin-HVX,32,1336,baseline_q32.log
3,Origin-HVX,32,1316,baseline_q32.log
3,Origin-HVX,32,1309,baseline_q32.log
3,Origin-HVX,32,1309,baseline_q32.log
3,Origin-HVX,32,1301,baseline_q32.log
3,Origin-HVX,32,1413,baseline_q32.log
3,Origin-HVX,32,1323,baseline_q32.log
3,Origin-HVX,32,1319,baseline_q32.log
3,Origin-HVX,32,1334,baseline_q32.log
3,Origin-HVX,32,1324,baseline_q32.log
3,Origin-HVX,32,1316,baseline_q32.log
3,Origin-HVX,32,1319,baseline_q32.log
3,Origin-HVX,32,1373,baseline_q32.log
3,Origin-HVX,32,1324,baseline_q32.log
3,Origin-HVX,32,1316,baseline_q32.log
3,Origin-HVX,32,1311,baseline_q32.log
3,Origin-HVX,32,1422,baseline_q32.log
3,Origin-HVX,32,1365,baseline_q32.log
3,Origin-HVX,32,1367,baseline_q32.log
3,LUT-EXP,8,549,lut_exp_q8.log
3,LUT-EXP,8,565,lut_exp_q8.log
3,LUT-EXP,8,562,lut_exp_q8.log
3,LUT-EXP,8,550,lut_exp_q8.log
3,LUT-EXP,8,548,lut_exp_q8.log
3,LUT-EXP,8,551,lut_exp_q8.log
3,LUT-EXP,8,548,lut_exp_q8.log
3,LUT-EXP,8,547,lut_exp_q8.log
3,LUT-EXP,8,547,lut_exp_q8.log
3,LUT-EXP,8,549,lut_exp_q8.log
3,LUT-EXP,8,551,lut_exp_q8.log
3,LUT-EXP,8,556,lut_exp_q8.log
3,LUT-EXP,8,558,lut_exp_q8.log
3,LUT-EXP,8,550,lut_exp_q8.log
3,LUT-EXP,8,551,lut_exp_q8.log
3,LUT-EXP,8,560,lut_exp_q8.log
3,LUT-EXP,8,555,lut_exp_q8.log
3,LUT-EXP,8,552,lut_exp_q8.log
3,LUT-EXP,8,548,lut_exp_q8.log
3,LUT-EXP,8,560,lut_exp_q8.log
3,LUT-EXP,8,549,lut_exp_q8.log
3,LUT-EXP,8,548,lut_exp_q8.log
3,LUT-EXP,8,588,lut_exp_q8.log
3,LUT-EXP,8,619,lut_exp_q8.log
3,LUT-EXP,8,620,lut_exp_q8.log
3,LUT-EXP,8,617,lut_exp_q8.log
3,LUT-EXP,8,618,lut_exp_q8.log
3,LUT-EXP,8,628,lut_exp_q8.log
3,LUT-EXP,8,619,lut_exp_q8.log
3,LUT-EXP,8,620,lut_exp_q8.log
3,SCNA lane8 d8,32,2929,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2939,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2923,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2919,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2864,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2919,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2919,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2954,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2955,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2909,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2897,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2897,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2896,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2935,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2888,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2892,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2989,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2929,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2873,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2933,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2908,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2895,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2885,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2912,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2919,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2900,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2949,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2955,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,2893,scna_lane8_q32_0.log
3,SCNA lane8 d8,32,3016,scna_lane8_q32_0.log
3,SCNA serial d8,4,550,scna_serial_q4_1.log
3,SCNA serial d8,4,548,scna_serial_q4_1.log
3,SCNA serial d8,4,548,scna_serial_q4_1.log
3,SCNA serial d8,4,548,scna_serial_q4_1.log
3,SCNA serial d8,4,656,scna_serial_q4_1.log
3,SCNA serial d8,4,572,scna_serial_q4_1.log
3,SCNA serial d8,4,549,scna_serial_q4_1.log
3,SCNA serial d8,4,550,scna_serial_q4_1.log
3,SCNA serial d8,4,657,scna_serial_q4_1.log
3,SCNA serial d8,4,549,scna_serial_q4_1.log
3,SCNA serial d8,4,550,scna_serial_q4_1.log
3,SCNA serial d8,4,556,scna_serial_q4_1.log
3,SCNA serial d8,4,559,scna_serial_q4_1.log
3,SCNA serial d8,4,548,scna_serial_q4_1.log
3,SCNA serial d8,4,548,scna_serial_q4_1.log
3,SCNA serial d8,4,551,scna_serial_q4_1.log
3,SCNA serial d8,4,554,scna_serial_q4_1.log
3,SCNA serial d8,4,547,scna_serial_q4_1.log
3,SCNA serial d8,4,548,scna_serial_q4_1.log
3,SCNA serial d8,4,549,scna_serial_q4_1.log
3,SCNA serial d8,4,549,scna_serial_q4_1.log
3,SCNA serial d8,4,557,scna_serial_q4_1.log
3,SCNA serial d8,4,562,scna_serial_q4_1.log
3,SCNA serial d8,4,550,scna_serial_q4_1.log
3,SCNA serial d8,4,550,scna_serial_q4_1.log
3,SCNA serial d8,4,545,scna_serial_q4_1.log
3,SCNA serial d8,4,634,scna_serial_q4_1.log
3,SCNA serial d8,4,647,scna_serial_q4_1.log
3,SCNA serial d8,4,643,scna_serial_q4_1.log
3,SCNA serial d8,4,626,scna_serial_q4_1.log
3,SCNA serial d8,16,998,scna_serial_q16_1.log
3,SCNA serial d8,16,994,scna_serial_q16_1.log
3,SCNA serial d8,16,989,scna_serial_q16_1.log
3,SCNA serial d8,16,1013,scna_serial_q16_1.log
3,SCNA serial d8,16,1003,scna_serial_q16_1.log
3,SCNA serial d8,16,986,scna_serial_q16_1.log
3,SCNA serial d8,16,985,scna_serial_q16_1.log
3,SCNA serial d8,16,984,scna_serial_q16_1.log
3,SCNA serial d8,16,1020,scna_serial_q16_1.log
3,SCNA serial d8,16,1038,scna_serial_q16_1.log
3,SCNA serial d8,16,988,scna_serial_q16_1.log
3,SCNA serial d8,16,1010,scna_serial_q16_1.log
3,SCNA serial d8,16,1006,scna_serial_q16_1.log
3,SCNA serial d8,16,999,scna_serial_q16_1.log
3,SCNA serial d8,16,1003,scna_serial_q16_1.log
3,SCNA serial d8,16,999,scna_serial_q16_1.log
3,SCNA serial d8,16,1118,scna_serial_q16_1.log
3,SCNA serial d8,16,1004,scna_serial_q16_1.log
3,SCNA serial d8,16,1000,scna_serial_q16_1.log
3,SCNA serial d8,16,1007,scna_serial_q16_1.log
3,SCNA serial d8,16,1120,scna_serial_q16_1.log
3,SCNA serial d8,16,999,scna_serial_q16_1.log
3,SCNA serial d8,16,1075,scna_serial_q16_1.log
3,SCNA serial d8,16,1063,scna_serial_q16_1.log
3,SCNA serial d8,16,1062,scna_serial_q16_1.log
3,SCNA serial d8,16,1064,scna_serial_q16_1.log
3,SCNA serial d8,16,1058,scna_serial_q16_1.log
3,SCNA serial d8,16,1064,scna_serial_q16_1.log
3,SCNA serial d8,16,1044,scna_serial_q16_1.log
3,SCNA serial d8,16,990,scna_serial_q16_1.log
3,SCNA serial d8,8,802,scna_serial_q8_0.log
3,SCNA serial d8,8,800,scna_serial_q8_0.log
3,SCNA serial d8,8,800,scna_serial_q8_0.log
3,SCNA serial d8,8,801,scna_serial_q8_0.log
3,SCNA serial d8,8,800,scna_serial_q8_0.log
3,SCNA serial d8,8,750,scna_serial_q8_0.log
3,SCNA serial d8,8,814,scna_serial_q8_0.log
3,SCNA serial d8,8,805,scna_serial_q8_0.log
3,SCNA serial d8,8,802,scna_serial_q8_0.log
3,SCNA serial d8,8,806,scna_serial_q8_0.log
3,SCNA serial d8,8,801,scna_serial_q8_0.log
3,SCNA serial d8,8,802,scna_serial_q8_0.log
3,SCNA serial d8,8,802,scna_serial_q8_0.log
3,SCNA serial d8,8,801,scna_serial_q8_0.log
3,SCNA serial d8,8,786,scna_serial_q8_0.log
3,SCNA serial d8,8,836,scna_serial_q8_0.log
3,SCNA serial d8,8,794,scna_serial_q8_0.log
3,SCNA serial d8,8,783,scna_serial_q8_0.log
3,SCNA serial d8,8,793,scna_serial_q8_0.log
3,SCNA serial d8,8,790,scna_serial_q8_0.log
3,SCNA serial d8,8,792,scna_serial_q8_0.log
3,SCNA serial d8,8,789,scna_serial_q8_0.log
3,SCNA serial d8,8,792,scna_serial_q8_0.log
3,SCNA serial d8,8,784,scna_serial_q8_0.log
3,SCNA serial d8,8,792,scna_serial_q8_0.log
3,SCNA serial d8,8,808,scna_serial_q8_0.log
3,SCNA serial d8,8,825,scna_serial_q8_0.log
3,SCNA serial d8,8,785,scna_serial_q8_0.log
3,SCNA serial d8,8,782,scna_serial_q8_0.log
3,SCNA serial d8,8,792,scna_serial_q8_0.log
3,SCNA serial d8,32,1647,scna_serial_q32_1.log
3,SCNA serial d8,32,1762,scna_serial_q32_1.log
3,SCNA serial d8,32,1749,scna_serial_q32_1.log
3,SCNA serial d8,32,1775,scna_serial_q32_1.log
3,SCNA serial d8,32,1698,scna_serial_q32_1.log
3,SCNA serial d8,32,1668,scna_serial_q32_1.log
3,SCNA serial d8,32,1749,scna_serial_q32_1.log
3,SCNA serial d8,32,1751,scna_serial_q32_1.log
3,SCNA serial d8,32,1753,scna_serial_q32_1.log
3,SCNA serial d8,32,1758,scna_serial_q32_1.log
3,SCNA serial d8,32,1774,scna_serial_q32_1.log
3,SCNA serial d8,32,1753,scna_serial_q32_1.log
3,SCNA serial d8,32,1752,scna_serial_q32_1.log
3,SCNA serial d8,32,1751,scna_serial_q32_1.log
3,SCNA serial d8,32,1752,scna_serial_q32_1.log
3,SCNA serial d8,32,1752,scna_serial_q32_1.log
3,SCNA serial d8,32,1748,scna_serial_q32_1.log
3,SCNA serial d8,32,1756,scna_serial_q32_1.log
3,SCNA serial d8,32,1764,scna_serial_q32_1.log
3,SCNA serial d8,32,1773,scna_serial_q32_1.log
3,SCNA serial d8,32,1746,scna_serial_q32_1.log
3,SCNA serial d8,32,1792,scna_serial_q32_1.log
3,SCNA serial d8,32,1725,scna_serial_q32_1.log
3,SCNA serial d8,32,1759,scna_serial_q32_1.log
3,SCNA serial d8,32,1740,scna_serial_q32_1.log
3,SCNA serial d8,32,1723,scna_serial_q32_1.log
3,SCNA serial d8,32,1730,scna_serial_q32_1.log
3,SCNA serial d8,32,1728,scna_serial_q32_1.log
3,SCNA serial d8,32,1730,scna_serial_q32_1.log
3,SCNA serial d8,32,1723,scna_serial_q32_1.log
3,LUT-EXP,4,548,lut_exp_q4.log
