affine_ns_per_vector,dense_rmse_vs_exp2,duration_gate,elapsed_ms,implementation_max_abs_error,implementation_rmse,label,mode,monotonic_violations,nan_count,negative_count,pack_ns_per_vector,random_implementation_max_abs_error,random_implementation_rmse,random_samples,reduction_ns_per_vector,sample,status,tail_implementation_max_abs_error,total_ns_per_vector,unpack_ns_per_vector
0.0,0.0106907,True,53.846,0,0,HVX SCNA d8,scna-hvx-fp16-d8,0,0,0,0.0,0,0,0,0.0,23,pass,0,53.846,0.0
0.0,0.0106907,True,53.846,0,0,HVX SCNA d8,scna-hvx-fp16-d8,0,0,0,0.0,0,0,0,0.0,24,pass,0,53.846,0.0
0.0,0.0106907,True,53.846,0,0,HVX SCNA d8,scna-hvx-fp16-d8,0,0,0,0.0,0,0,0,0.0,25,pass,0,53.846,0.0
0.0,0.0106907,True,53.846,0,0,HVX SCNA d8,scna-hvx-fp16-d8,0,0,0,0.0,0,0,0,0.0,26,pass,0,53.846,0.0
0.0,0.0106907,True,53.846,0,0,HVX SCNA d8,scna-hvx-fp16-d8,0,0,0,0.0,0,0,0,0.0,27,pass,0,53.846,0.0
0.0,0.0106907,True,53.846,0,0,HVX SCNA d8,scna-hvx-fp16-d8,0,0,0,0.0,0,0,0,0.0,28,pass,0,53.846,0.0
0.0,0.0106907,True,53.846,0,0,HVX SCNA d8,scna-hvx-fp16-d8,0,0,0,0.0,0,0,0,0.0,29,pass,0,53.846,0.0
229.6,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,0,pass,0,17150.8,16832.2
229.4,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,19.0,0,0,4096,10.4,1,pass,0,17150.6,16832.0
229.4,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,19.0,0,0,4096,10.4,2,pass,0,17150.8,16832.2
229.2,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.6,3,pass,0,17150.6,16832.2
229.6,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,4,pass,0,17150.4,16832.2
229.4,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,19.0,0,0,4096,10.4,5,pass,0,17150.6,16831.8
229.2,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,19.0,0,0,4096,10.8,6,pass,0,17150.8,16832.2
229.2,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.6,7,pass,0,17150.6,16832.2
229.8,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.6,8,pass,0,17150.6,16832.0
229.2,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,9,pass,0,17150.6,16832.2
229.2,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.6,10,pass,0,17151.0,16832.2
229.4,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,11,pass,0,17150.4,16832.4
229.6,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.4,12,pass,0,17150.8,16832.0
229.4,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.2,13,pass,0,17150.6,16832.2
229.4,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,14,pass,0,17150.6,16832.0
229.4,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.6,15,pass,0,17150.8,16832.0
229.2,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.2,16,pass,0,17150.6,16832.4
229.6,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.6,17,pass,0,17150.8,16832.2
229.8,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.6,18,pass,0,17150.6,16832.0
229.6,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,19,pass,0,17150.6,16832.2
229.8,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.4,20,pass,0,17150.6,16832.4
229.2,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.6,21,pass,0,17150.8,16832.0
229.4,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.6,0,0,4096,10.4,22,pass,0,17150.6,16832.4
229.4,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.6,23,pass,0,17150.4,16831.8
229.2,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.4,0,0,4096,10.4,24,pass,0,17150.4,16831.8
229.2,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.6,25,pass,0,17150.6,16832.0
229.6,0.0106907,True,85.865,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,26,pass,0,17150.6,16831.8
229.4,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,27,pass,0,17150.8,16832.2
229.4,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,19.0,0,0,4096,10.4,28,pass,0,17150.6,16832.0
229.2,0.0106907,True,85.866,0,0,HMX Hybrid,scna-hmx-fp16-d8-hybrid,0,0,0,18.8,0,0,4096,10.4,29,pass,0,17150.6,16832.2
232.65,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,189.0,0,pass,0.000488281,2620.7,2114.3
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.5,0.000488281,2.01872e-05,4096,189.05,1,pass,0.000488281,2620.75,2114.1
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,189.1,2,pass,0.000488281,2620.75,2114.2
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.65,0.000488281,2.01872e-05,4096,189.0,3,pass,0.000488281,2620.85,2114.15
232.5,0.0106876,True,52.86,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,189.1,4,pass,0.000488281,2620.85,2114.25
232.5,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,188.95,5,pass,0.000488281,2620.9,2114.1
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,189.1,6,pass,0.000488281,2620.85,2114.15
232.55,0.0106876,True,52.86,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,189.05,7,pass,0.000488281,2620.8,2114.15
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,189.0,8,pass,0.000488281,2620.85,2114.25
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.5,0.000488281,2.01872e-05,4096,189.0,9,pass,0.000488281,2621.05,2114.05
232.55,0.0106876,True,52.856,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,188.85,10,pass,0.000488281,2620.6,2113.95
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,188.95,11,pass,0.000488281,2620.7,2114.1
232.6,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,189.0,12,pass,0.000488281,2620.8,2114.0
232.45,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,189.1,13,pass,0.000488281,2620.8,2114.15
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.7,0.000488281,2.01872e-05,4096,189.1,14,pass,0.000488281,2620.75,2114.1
232.85,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.4,0.000488281,2.01872e-05,4096,189.05,15,pass,0.000488281,2620.9,2114.05
232.65,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.4,0.000488281,2.01872e-05,4096,188.95,16,pass,0.000488281,2620.8,2114.1
232.7,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.35,0.000488281,2.01872e-05,4096,188.9,17,pass,0.000488281,2620.85,2114.1
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.4,0.000488281,2.01872e-05,4096,189.0,18,pass,0.000488281,2620.95,2114.0
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,189.1,19,pass,0.000488281,2620.8,2114.15
232.5,0.0106876,True,52.86,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,189.1,20,pass,0.000488281,2620.75,2114.15
232.5,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.5,0.000488281,2.01872e-05,4096,189.0,21,pass,0.000488281,2620.8,2114.15
232.6,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.5,0.000488281,2.01872e-05,4096,189.0,22,pass,0.000488281,2620.75,2114.05
232.45,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.65,0.000488281,2.01872e-05,4096,189.0,23,pass,0.000488281,2620.8,2114.2
232.7,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,188.95,24,pass,0.000488281,2620.75,2114.15
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,189.05,25,pass,0.000488281,2620.85,2114.0
232.55,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.5,0.000488281,2.01872e-05,4096,188.95,26,pass,0.000488281,2620.85,2114.15
232.4,0.0106876,True,52.86,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,189.15,27,pass,0.000488281,2620.85,2114.15
232.75,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.6,0.000488281,2.01872e-05,4096,189.0,28,pass,0.000488281,2620.8,2114.1
232.65,0.0106876,True,52.861,0.000488281,2.2216e-05,HMX Two-pass,scna-hmx-fp16-d8-two-pass,0,0,0,18.55,0.000488281,2.01872e-05,4096,189.05,29,pass,0.000488281,2620.8,2114.0
